freq_MHz,level_dBm
103.272,-95.00
103.757,-95.00
104.242,-95.00
104.727,-94.56
105.213,-94.64
105.698,-94.62
106.183,-94.67
106.668,-93.61
107.154,-95.00
107.639,-95.00
108.124,-93.26
108.609,-95.00
109.095,-95.00
109.58,-95.00
110.065,-94.38
110.55,-92.60
111.036,-94.52
111.521,-95.00
112.006,-92.61
112.491,-95.00
112.976,-94.70
113.462,-94.80
113.947,-92.46
114.432,-95.00
114.917,-94.72
115.403,-94.84
115.888,-95.00
116.373,-95.00
116.858,-94.31
117.344,-94.64
117.829,-93.29
118.314,-94.15
118.799,-95.00
119.285,-95.00
119.77,-94.89
120.255,-95.00
120.74,-95.00
121.226,-93.81
121.711,-93.72
122.196,-95.00
122.681,-95.00
123.167,-94.60
123.652,-94.71
124.137,-95.00
124.622,-95.00
125.108,-93.58
125.593,-92.30
126.078,-93.69
126.563,-94.75
127.049,-95.00
127.534,-95.00
128.019,-95.00
128.504,-94.73
128.989,-95.00
129.475,-95.00
129.96,-94.24
130.445,-94.73
130.93,-95.00
131.416,-94.47
131.901,-95.00
132.386,-95.00
132.871,-94.01
133.357,-94.73
133.842,-95.00
134.327,-94.83
134.812,-95.00
135.298,-94.54
135.783,-94.05
136.268,-95.00
136.753,-95.00
137.239,-94.27
137.724,-94.49
138.209,-95.00
138.694,-95.00
139.18,-95.00
139.665,-95.00
140.15,-95.00
140.635,-95.00
141.121,-95.00
141.606,-94.02
142.091,-94.46
142.576,-95.00
143.062,-94.23
143.547,-95.00
144.032,-95.00
144.517,-95.00
145.003,-93.62
145.488,-94.82
145.973,-94.43
146.458,-94.68
146.943,-95.00
147.429,-95.00
147.914,-94.40
148.399,-95.00
148.884,-93.34
149.37,-94.78
149.855,-92.80
150.34,-93.88
150.825,-94.73
151.311,-95.00
151.796,-95.00
152.281,-93.51
152.766,-95.00
153.252,-94.53
153.737,-93.99
154.222,-94.66
154.707,-93.96
155.193,-92.54
155.678,-95.00
156.163,-94.89
156.648,-95.00
157.134,-95.00
157.619,-95.00
158.104,-93.01
158.589,-95.00
159.075,-95.00
159.56,-93.89
160.045,-95.00
160.53,-93.35
161.016,-94.64
161.501,-95.00
161.986,-95.00
162.471,-93.32
162.956,-95.00
163.442,-95.00
163.927,-94.64
164.412,-94.98
164.897,-93.77
165.383,-95.00
165.868,-92.81
166.353,-95.00
166.838,-95.00
167.324,-95.00
167.809,-94.20
168.294,-95.00
168.779,-95.00
169.265,-95.00
169.75,-94.20
170.235,-93.54
170.72,-94.73
171.206,-95.00
171.691,-94.89
172.176,-94.66
172.661,-95.00
173.147,-94.36
173.632,-93.61
174.117,-95.00
174.602,-94.31
175.088,-95.00
175.573,-95.00
176.058,-95.00
176.543,-94.31
177.029,-95.00
177.514,-94.60
177.999,-95.00
178.484,-95.00
178.969,-94.18
179.455,-93.79
179.94,-94.11
180.425,-94.45
180.91,-95.00
181.396,-95.00
181.881,-94.55
182.366,-92.85
182.851,-94.55
183.337,-94.43
183.822,-95.00
184.307,-95.00
184.792,-95.00
185.278,-95.00
185.763,-94.25
186.248,-95.00
186.733,-93.25
187.219,-95.00
187.704,-92.31
188.189,-95.00
188.674,-95.00
189.16,-95.00
189.645,-94.10
190.13,-94.74
190.615,-94.64
191.101,-95.00
191.586,-92.98
192.071,-94.32
192.556,-95.00
193.042,-92.57
193.527,-94.06
194.012,-95.00
194.497,-94.58
194.982,-93.41
195.468,-94.58
195.953,-93.90
196.438,-95.00
196.923,-95.00
197.409,-93.67
197.894,-94.45
198.379,-95.00
198.864,-94.83
199.35,-94.20
199.835,-93.62
200.32,-94.35
200.805,-95.00
201.291,-95.00
201.776,-95.00
202.261,-95.00
202.746,-94.94
203.232,-92.73
203.717,-95.00
204.202,-95.00
204.687,-95.00
205.173,-95.00
205.658,-95.00
206.143,-92.82
206.628,-94.19
207.114,-95.00
207.599,-95.00
208.084,-95.00
208.569,-95.00
209.055,-94.65
209.54,-94.44
210.025,-94.31
210.51,-92.12
210.995,-95.00
211.481,-94.79
211.966,-95.00
212.451,-94.69
212.936,-94.46
213.422,-94.93
213.907,-94.80
214.392,-93.65
214.877,-94.13
215.363,-94.72
215.848,-95.00
216.333,-93.85
216.818,-92.42
217.304,-95.00
217.789,-95.00
218.274,-93.68
218.759,-94.39
219.245,-95.00
219.73,-94.94
220.215,-94.46
220.7,-95.00
221.186,-95.00
221.671,-95.00
222.156,-95.00
222.641,-95.00
223.127,-94.13
223.612,-94.67
224.097,-95.00
224.582,-95.00
225.068,-95.00
225.553,-94.22
226.038,-94.53
226.523,-94.32
227.009,-95.00
227.494,-95.00
227.979,-95.00
228.464,-94.27
228.949,-94.11
229.435,-95.00
229.92,-93.36
230.405,-94.85
230.89,-93.11
231.376,-94.73
231.861,-94.59
232.346,-95.00
232.831,-94.57
233.317,-95.00
233.802,-93.97
234.287,-93.27
234.772,-93.09
235.258,-95.00
235.743,-94.41
236.228,-95.00
236.713,-94.37
237.199,-94.53
237.684,-93.41
238.169,-95.00
238.654,-94.64
239.14,-94.42
239.625,-93.11
240.11,-95.00
240.595,-95.00
241.081,-94.47
241.566,-95.00
242.051,-95.00
242.536,-95.00
243.022,-92.21
243.507,-94.17
243.992,-95.00
244.477,-94.57
244.962,-93.53
245.448,-95.00
245.933,-95.00
246.418,-95.00
246.903,-95.00
247.389,-95.00
247.874,-95.00
248.359,-94.45
248.844,-94.45
249.33,-94.53
249.815,-93.83
250.3,-94.24
250.785,-95.00
251.271,-95.00
251.756,-93.87
252.241,-95.00
252.726,-95.00
253.212,-94.02
253.697,-95.00
254.182,-93.30
254.667,-92.54
255.153,-95.00
255.638,-95.00
256.123,-94.78
256.608,-95.00
257.094,-94.03
257.579,-95.00
258.064,-95.00
258.549,-95.00
259.035,-94.45
259.52,-94.06
260.005,-93.90
260.49,-93.34
260.975,-91.81
261.461,-95.00
261.946,-95.00
262.431,-95.00
262.916,-94.30
263.402,-94.17
263.887,-95.00
264.372,-95.00
264.857,-94.45
265.343,-95.00
265.828,-95.00
266.313,-95.00
266.798,-95.00
267.284,-94.62
267.769,-95.00
268.254,-95.00
268.739,-95.00
269.225,-95.00
269.71,-95.00
270.195,-95.00
270.68,-95.00
271.166,-95.00
271.651,-95.00
272.136,-95.00
272.621,-95.00
273.107,-95.00
273.592,-95.00
274.077,-93.68
274.562,-94.07
275.048,-95.00
275.533,-95.00
276.018,-94.48
276.503,-92.78
276.988,-94.19
277.474,-94.38
277.959,-95.00
278.444,-94.54
278.929,-95.00
279.415,-93.97
279.9,-95.00
280.385,-94.04
280.87,-92.82
281.356,-95.00
281.841,-95.00
282.326,-95.00
282.811,-93.43
283.297,-95.00
283.782,-95.00
284.267,-93.07
284.752,-95.00
285.238,-95.00
285.723,-94.60
286.208,-94.19
286.693,-95.00
287.179,-95.00
287.664,-94.89
288.149,-94.01
288.634,-94.28
289.12,-95.00
289.605,-94.87
290.09,-95.00
290.575,-93.79
291.061,-94.18
291.546,-95.00
292.031,-95.00
292.516,-94.63
293.002,-95.00
293.487,-95.00
293.972,-95.00
294.457,-94.84
294.942,-95.00
295.428,-95.00
295.913,-95.00
296.398,-92.76
296.883,-94.94
297.369,-94.24
297.854,-93.08
298.339,-88.08
298.824,-77.00
299.31,-61.24
299.795,-49.35
300.28,-50.49
300.765,-63.71
301.251,-79.14
301.736,-89.20
302.221,-93.47
302.706,-94.66
303.192,-94.44
303.677,-93.44
304.162,-95.00
304.647,-95.00
305.133,-94.84
305.618,-93.41
306.103,-95.00
306.588,-92.71
307.074,-93.47
307.559,-94.21
308.044,-94.20
308.529,-95.00
309.015,-94.06
309.5,-94.96
309.985,-94.22
310.47,-94.91
310.955,-92.70
311.441,-95.00
311.926,-95.00
312.411,-94.04
312.896,-93.37
313.382,-94.06
313.867,-92.92
314.352,-94.93
314.837,-95.00
315.323,-95.00
315.808,-95.00
316.293,-95.00
316.778,-95.00
317.264,-92.66
317.749,-95.00
318.234,-95.00
318.719,-95.00
319.205,-95.00
319.69,-92.80
320.175,-94.84
320.66,-95.00
321.146,-93.68
321.631,-95.00
322.116,-95.00
322.601,-95.00
323.087,-95.00
323.572,-94.83
324.057,-94.36
324.542,-94.38
325.028,-95.00
325.513,-93.99
325.998,-94.49
326.483,-93.30
326.968,-95.00
327.454,-95.00
327.939,-94.78
328.424,-95.00
328.909,-95.00
329.395,-94.66
329.88,-95.00
330.365,-95.00
330.85,-95.00
331.336,-92.91
331.821,-95.00
332.306,-95.00
332.791,-93.13
333.277,-93.45
333.762,-95.00
334.247,-94.91
334.732,-94.51
335.218,-93.95
335.703,-94.04
336.188,-94.09
336.673,-94.45
337.159,-95.00
337.644,-94.17
338.129,-94.83
338.614,-95.00
339.1,-95.00
339.585,-95.00
340.07,-94.42
340.555,-94.52
341.041,-95.00
341.526,-92.78
342.011,-95.00
342.496,-95.00
342.981,-93.71
343.467,-94.38
343.952,-95.00
344.437,-95.00
344.922,-94.72
345.408,-93.03
345.893,-95.00
346.378,-94.42
346.863,-94.80
347.349,-95.00
347.834,-93.91
348.319,-95.00
348.804,-94.30
349.29,-93.52
349.775,-94.62
350.26,-93.39
350.745,-95.00
351.231,-95.00
351.716,-93.90
352.201,-95.00
352.686,-95.00
353.172,-95.00
353.657,-95.00
354.142,-95.00
354.627,-93.65
355.113,-95.00
355.598,-94.82
356.083,-94.46
356.568,-94.82
357.054,-93.44
357.539,-95.00
358.024,-95.00
358.509,-93.00
358.994,-95.00
359.48,-95.00
359.965,-95.00
360.45,-94.74
360.935,-94.08
361.421,-94.78
361.906,-93.58
362.391,-95.00
362.876,-93.30
363.362,-94.15
363.847,-95.00
364.332,-95.00
364.817,-93.45
365.303,-94.73
365.788,-95.00
366.273,-93.63
366.758,-94.76
367.244,-92.76
367.729,-95.00
368.214,-95.00
368.699,-93.96
369.185,-95.00
369.67,-94.74
370.155,-95.00
370.64,-95.00
371.126,-93.94
371.611,-95.00
372.096,-95.00
372.581,-94.83
373.067,-93.74
373.552,-94.24
374.037,-95.00
374.522,-95.00
375.008,-95.00
375.493,-93.59
375.978,-95.00
376.463,-94.49
376.948,-93.67
377.434,-94.78
377.919,-95.00
378.404,-93.47
378.889,-95.00
379.375,-94.34
379.86,-95.00
380.345,-94.74
380.83,-94.84
381.316,-95.00
381.801,-95.00
382.286,-93.44
382.771,-94.11
383.257,-92.80
383.742,-95.00
384.227,-94.69
384.712,-93.86
385.198,-94.52
385.683,-95.00
386.168,-94.02
386.653,-95.00
387.139,-95.00
387.624,-95.00
388.109,-95.00
388.594,-93.30
389.08,-95.00
389.565,-95.00
390.05,-94.32
390.535,-95.00
391.021,-94.23
391.506,-93.83
391.991,-95.00
392.476,-95.00
392.961,-94.35
393.447,-95.00
393.932,-95.00
394.417,-93.46
394.902,-94.31
395.388,-95.00
395.873,-95.00
396.358,-95.00
396.843,-93.23
397.329,-95.00
397.814,-95.00
398.299,-91.70
398.784,-95.00
399.27,-95.00
399.755,-95.00
400.24,-94.63
400.725,-95.00
401.211,-93.99
401.696,-95.00
402.181,-93.85
402.666,-95.00
403.152,-95.00
403.637,-93.60
404.122,-95.00
404.607,-95.00
405.093,-95.00
405.578,-95.00
406.063,-93.82
406.548,-95.00
407.034,-92.56
407.519,-93.59
408.004,-95.00
408.489,-95.00
408.974,-94.07
409.46,-95.00
409.945,-95.00
410.43,-95.00
410.915,-94.96
411.401,-93.19
411.886,-94.54
412.371,-94.71
412.856,-95.00
413.342,-95.00
413.827,-95.00
414.312,-95.00
414.797,-93.48
415.283,-95.00
415.768,-94.67
416.253,-95.00
416.738,-95.00
417.224,-94.02
417.709,-95.00
418.194,-95.00
418.679,-94.02
419.165,-94.61
419.65,-94.54
420.135,-95.00
420.62,-94.09
421.106,-95.00
421.591,-95.00
422.076,-95.00
422.561,-94.92
423.047,-95.00
423.532,-93.90
424.017,-94.83
424.502,-94.23
424.987,-94.58
425.473,-95.00
425.958,-95.00
426.443,-92.35
426.928,-94.70
427.414,-93.04
427.899,-94.77
428.384,-94.61
428.869,-95.00
429.355,-95.00
429.84,-95.00
430.325,-93.78
430.81,-95.00
431.296,-95.00
431.781,-95.00
432.266,-93.49
432.751,-95.00
433.237,-95.00
433.722,-94.82
434.207,-95.00
434.692,-95.00
435.178,-94.43
435.663,-94.62
436.148,-95.00
436.633,-93.69
437.119,-91.38
437.604,-91.88
438.089,-92.12
438.574,-94.17
439.06,-94.90
439.545,-95.00
440.03,-93.52
440.515,-95.00
441.001,-95.00
441.486,-93.54
441.971,-94.62
442.456,-95.00
442.941,-94.48
443.427,-95.00
443.912,-95.00
444.397,-95.00
444.882,-94.64
445.368,-95.00
445.853,-95.00
446.338,-94.36
446.823,-95.00
447.309,-95.00
447.794,-94.46
448.279,-94.78
448.764,-95.00
449.25,-95.00
449.735,-94.49
450.22,-94.53
450.705,-95.00
451.191,-94.51
451.676,-95.00
452.161,-95.00
452.646,-94.40
453.132,-95.00
453.617,-94.86
454.102,-94.29
454.587,-94.80
455.073,-93.63
455.558,-95.00
456.043,-95.00
456.528,-95.00
457.014,-95.00
457.499,-95.00
457.984,-93.37
458.469,-95.00
458.954,-95.00
459.44,-94.91
459.925,-93.17
460.41,-95.00
460.895,-94.92
461.381,-95.00
461.866,-94.08
462.351,-93.32
462.836,-94.69
463.322,-95.00
463.807,-95.00
464.292,-94.95
464.777,-95.00
465.263,-93.65
465.748,-92.92
466.233,-92.96
466.718,-95.00
467.204,-94.29
467.689,-95.00
468.174,-94.37
468.659,-95.00
469.145,-95.00
469.63,-94.78
470.115,-93.87
470.6,-94.29
471.086,-95.00
471.571,-94.08
472.056,-95.00
472.541,-94.43
473.027,-94.13
473.512,-94.96
473.997,-95.00
474.482,-93.53
474.967,-94.53
475.453,-95.00
475.938,-95.00
476.423,-94.81
476.908,-95.00
477.394,-95.00
477.879,-95.00
478.364,-94.22
478.849,-95.00
479.335,-93.96
479.82,-94.60
480.305,-95.00
480.79,-95.00
481.276,-95.00
481.761,-94.26
482.246,-95.00
482.731,-94.40
483.217,-94.76
483.702,-95.00
484.187,-95.00
484.672,-92.94
485.158,-94.86
485.643,-93.93
486.128,-95.00
486.613,-95.00
487.099,-94.54
487.584,-92.93
488.069,-95.00
488.554,-95.00
489.04,-95.00
489.525,-94.60
490.01,-93.91
490.495,-92.60
490.98,-93.53
491.466,-94.73
491.951,-95.00
492.436,-94.48
492.921,-93.55
493.407,-95.00
493.892,-95.00
494.377,-95.00
494.862,-95.00
495.348,-94.52
495.833,-93.92
496.318,-95.00
496.803,-95.00
497.289,-95.00
497.774,-92.37
498.259,-95.00
498.744,-95.00
499.23,-95.00
499.715,-94.62
500.2,-94.78
500.685,-95.00
501.171,-93.11
501.656,-94.75
502.141,-95.00
502.626,-95.00
503.112,-95.00
503.597,-95.00
504.082,-93.92
504.567,-94.57
505.053,-94.50
505.538,-94.72
506.023,-94.14
506.508,-93.42
506.993,-95.00
507.479,-95.00
507.964,-95.00
508.449,-95.00
508.934,-95.00
509.42,-94.21
509.905,-95.00
510.39,-95.00
510.875,-95.00
511.361,-93.76
511.846,-95.00
512.331,-94.88
512.816,-93.70
513.302,-95.00
513.787,-95.00
514.272,-95.00
514.757,-94.90
515.243,-94.76
515.728,-95.00
516.213,-95.00
516.698,-93.31
517.184,-95.00
517.669,-93.79
518.154,-94.01
518.639,-94.97
519.125,-93.90
519.61,-94.32
520.095,-95.00
520.58,-95.00
521.066,-95.00
521.551,-95.00
522.036,-95.00
522.521,-95.00
523.007,-95.00
523.492,-95.00
523.977,-94.23
524.462,-95.00
524.947,-93.63
525.433,-95.00
525.918,-94.71
526.403,-95.00
526.888,-94.56
527.374,-94.96
527.859,-94.65
528.344,-95.00
528.829,-94.87
529.315,-95.00
529.8,-93.72
530.285,-92.96
530.77,-94.65
531.256,-95.00
531.741,-94.69
532.226,-93.68
532.711,-95.00
533.197,-95.00
533.682,-95.00
534.167,-93.89
534.652,-92.60
535.138,-94.58
535.623,-95.00
536.108,-94.50
536.593,-92.75
537.079,-94.02
537.564,-93.80
538.049,-94.82
538.534,-95.00
539.02,-95.00
539.505,-94.63
539.99,-94.16
540.475,-94.19
540.96,-93.68
541.446,-94.73
541.931,-94.05
542.416,-92.50
542.901,-95.00
543.387,-93.48
543.872,-94.08
544.357,-94.24
544.842,-94.16
545.328,-94.26
545.813,-95.00
546.298,-93.52
546.783,-95.00
547.269,-93.04
547.754,-93.47
548.239,-95.00
548.724,-95.00
549.21,-95.00
549.695,-95.00
550.18,-95.00
550.665,-95.00
551.151,-93.83
551.636,-95.00
552.121,-95.00
552.606,-94.51
553.092,-93.83
553.577,-93.72
554.062,-94.62
554.547,-95.00
555.033,-95.00
555.518,-95.00
556.003,-95.00
556.488,-94.71
556.973,-95.00
557.459,-93.94
557.944,-95.00
558.429,-95.00
558.914,-95.00
559.4,-94.36
559.885,-95.00
560.37,-93.41
560.855,-94.61
561.341,-93.31
561.826,-94.95
562.311,-95.00
562.796,-95.00
563.282,-95.00
563.767,-95.00
564.252,-95.00
564.737,-95.00
565.223,-95.00
565.708,-94.10
566.193,-93.74
566.678,-95.00
567.164,-94.28
567.649,-95.00
568.134,-95.00
568.619,-95.00
569.105,-94.10
569.59,-95.00
570.075,-95.00
570.56,-94.93
571.046,-93.97
571.531,-95.00
572.016,-94.35
572.501,-95.00
572.986,-93.73
573.472,-94.48
573.957,-94.29
574.442,-94.75
574.927,-95.00
575.413,-93.94
575.898,-93.53
576.383,-95.00
576.868,-95.00
577.354,-95.00
577.839,-94.44
578.324,-95.00
578.809,-94.81
579.295,-94.99
579.78,-95.00
580.265,-94.37
580.75,-95.00
581.236,-94.76
581.721,-95.00
582.206,-95.00
582.691,-95.00
583.177,-95.00
583.662,-95.00
584.147,-95.00
584.632,-95.00
585.118,-94.20
585.603,-95.00
586.088,-95.00
586.573,-94.59
587.059,-94.25
587.544,-95.00
588.029,-95.00
588.514,-93.93
588.999,-95.00
589.485,-95.00
589.97,-93.84
590.455,-95.00
590.94,-95.00
591.426,-95.00
591.911,-95.00
592.396,-94.38
592.881,-94.99
593.367,-93.43
593.852,-94.73
594.337,-94.83
594.822,-94.58
595.308,-91.61
595.793,-92.96
596.278,-91.03
596.763,-87.86
597.249,-83.18
597.734,-76.96
598.219,-69.63
598.704,-62.12
599.19,-55.74
599.675,-51.80
600.16,-51.20
600.645,-54.07
601.131,-59.76
601.616,-67.04
602.101,-74.55
602.586,-81.22
603.072,-86.45
603.557,-90.11
604.042,-92.42
604.527,-93.75
605.013,-93.79
605.498,-94.77
605.983,-94.91
606.468,-94.89
606.953,-94.99
607.439,-95.00
607.924,-95.00
608.409,-92.99
608.894,-94.88
609.38,-95.00
609.865,-95.00
610.35,-95.00
610.835,-95.00
611.321,-95.00
611.806,-95.00
612.291,-95.00
612.776,-95.00
613.262,-94.58
613.747,-95.00
614.232,-95.00
614.717,-95.00
615.203,-92.76
615.688,-95.00
616.173,-95.00
616.658,-94.71
617.144,-93.84
617.629,-95.00
618.114,-93.34
618.599,-95.00
619.085,-94.38
619.57,-95.00
620.055,-95.00
620.54,-94.17
621.026,-95.00
621.511,-95.00
621.996,-95.00
622.481,-93.63
622.966,-94.85
623.452,-94.36
623.937,-95.00
624.422,-95.00
624.907,-92.61
625.393,-95.00
625.878,-95.00
626.363,-95.00
626.848,-95.00
627.334,-94.78
627.819,-95.00
628.304,-95.00
628.789,-92.43
629.275,-94.06
629.76,-95.00
630.245,-95.00
630.73,-95.00
631.216,-95.00
631.701,-93.81
632.186,-94.71
632.671,-95.00
633.157,-93.58
633.642,-94.94
634.127,-93.48
634.612,-94.72
635.098,-95.00
635.583,-95.00
636.068,-94.88
636.553,-95.00
637.039,-94.75
637.524,-95.00
638.009,-94.91
638.494,-94.97
638.979,-94.01
639.465,-93.89
639.95,-95.00
640.435,-95.00
640.92,-94.66
641.406,-95.00
641.891,-95.00
642.376,-94.66
642.861,-95.00
643.347,-94.96
643.832,-93.60
644.317,-95.00
644.802,-94.66
645.288,-93.69
645.773,-95.00
646.258,-95.00
646.743,-95.00
647.229,-94.36
647.714,-94.58
648.199,-95.00
648.684,-95.00
649.17,-94.80
649.655,-95.00
650.14,-93.46
650.625,-94.23
651.111,-95.00
651.596,-95.00
652.081,-95.00
652.566,-94.94
653.052,-95.00
653.537,-95.00
654.022,-94.34
654.507,-91.79
654.992,-95.00
655.478,-95.00
655.963,-94.38
656.448,-95.00
656.933,-91.99
657.419,-95.00
657.904,-95.00
658.389,-95.00
658.874,-93.49
659.36,-95.00
659.845,-92.51
660.33,-92.73
660.815,-94.31
661.301,-95.00
661.786,-95.00
662.271,-95.00
662.756,-94.68
663.242,-95.00
663.727,-95.00
664.212,-94.23
664.697,-95.00
665.183,-94.29
665.668,-94.93
666.153,-94.57
666.638,-94.65
667.124,-95.00
667.609,-95.00
668.094,-95.00
668.579,-94.30
669.065,-93.86
669.55,-95.00
670.035,-91.81
670.52,-95.00
671.006,-95.00
671.491,-93.66
671.976,-94.76
672.461,-95.00
672.946,-95.00
673.432,-95.00
673.917,-94.19
674.402,-95.00
674.887,-92.93
675.373,-94.85
675.858,-95.00
676.343,-95.00
676.828,-95.00
677.314,-93.43
677.799,-95.00
678.284,-95.00
678.769,-94.39
679.255,-93.59
679.74,-94.71
680.225,-94.39
680.71,-95.00
681.196,-94.89
681.681,-93.91
682.166,-95.00
682.651,-94.19
683.137,-95.00
683.622,-95.00
684.107,-95.00
684.592,-95.00
685.078,-95.00
685.563,-93.38
686.048,-93.44
686.533,-94.14
687.019,-94.66
687.504,-95.00
687.989,-94.64
688.474,-95.00
688.959,-93.96
689.445,-94.03
689.93,-95.00
690.415,-95.00
690.9,-94.98
691.386,-93.14
691.871,-95.00
692.356,-95.00
692.841,-94.23
693.327,-95.00
693.812,-95.00
694.297,-92.97
694.782,-95.00
695.268,-95.00
695.753,-95.00
696.238,-93.46
696.723,-94.43
697.209,-95.00
697.694,-94.91
698.179,-94.46
698.664,-95.00
699.15,-94.94
699.635,-94.13
700.12,-94.70
700.605,-95.00
701.091,-94.98
701.576,-95.00
702.061,-95.00
702.546,-94.00
703.032,-95.00
703.517,-95.00
704.002,-93.61
704.487,-95.00
704.972,-94.22
705.458,-95.00
705.943,-94.72
706.428,-93.37
706.913,-94.80
707.399,-93.12
707.884,-93.27
708.369,-95.00
708.854,-93.94
709.34,-94.58
709.825,-94.05
710.31,-94.06
710.795,-95.00
711.281,-95.00
711.766,-94.92
712.251,-95.00
712.736,-95.00
713.222,-93.43
713.707,-95.00
714.192,-95.00
714.677,-94.75
715.163,-95.00
715.648,-95.00
716.133,-95.00
716.618,-95.00
717.104,-95.00
717.589,-93.51
718.074,-95.00
718.559,-95.00
719.045,-95.00
719.53,-93.86
720.015,-95.00
720.5,-94.98
720.985,-95.00
721.471,-94.19
721.956,-95.00
722.441,-93.92
722.926,-95.00
723.412,-95.00
723.897,-95.00
724.382,-94.43
724.867,-94.77
725.353,-93.06
725.838,-95.00
726.323,-94.63
726.808,-95.00
727.294,-95.00
727.779,-93.86
728.264,-95.00
728.749,-94.96
729.235,-95.00
729.72,-95.00
730.205,-93.74
730.69,-95.00
731.176,-94.64
731.661,-94.36
732.146,-95.00
732.631,-92.77
733.117,-95.00
733.602,-94.99
734.087,-94.37
734.572,-95.00
735.058,-94.56
735.543,-93.89
736.028,-95.00
736.513,-94.93
736.998,-93.87
737.484,-95.00
737.969,-95.00
738.454,-95.00
738.939,-95.00
739.425,-95.00
739.91,-94.76
740.395,-95.00
740.88,-93.52
741.366,-94.91
741.851,-92.27
742.336,-93.92
742.821,-94.17
743.307,-94.62
743.792,-95.00
744.277,-94.96
744.762,-95.00
745.248,-95.00
745.733,-95.00
746.218,-93.33
746.703,-92.98
747.189,-94.72
747.674,-94.45
748.159,-95.00
748.644,-95.00
749.13,-94.04
749.615,-93.35
750.1,-93.81
750.585,-94.00
751.071,-94.25
751.556,-95.00
752.041,-92.68
752.526,-93.80
753.012,-93.64
753.497,-94.29
753.982,-94.29
754.467,-95.00
754.952,-94.96
755.438,-94.80
755.923,-95.00
756.408,-95.00
756.893,-94.39
757.379,-95.00
757.864,-95.00
758.349,-95.00
758.834,-95.00
759.32,-93.33
759.805,-95.00
760.29,-93.50
760.775,-93.74
761.261,-95.00
761.746,-95.00
762.231,-95.00
762.716,-95.00
763.202,-95.00
763.687,-94.76
764.172,-94.99
764.657,-95.00
765.143,-93.51
765.628,-95.00
766.113,-94.07
766.598,-95.00
767.084,-95.00
767.569,-92.55
768.054,-95.00
768.539,-94.52
769.025,-95.00
769.51,-95.00
769.995,-95.00
770.48,-94.51
770.965,-92.55
771.451,-94.68
771.936,-94.05
772.421,-95.00
772.906,-95.00
773.392,-95.00
773.877,-95.00
774.362,-93.60
774.847,-94.16
775.333,-95.00
775.818,-94.42
